,date,open,close,high,low,volume,code,time
37,2018-08-06,5.14,5.13,5.14,5.13,1385.0,600642,14:00
38,2018-08-06,5.13,5.12,5.15,5.12,1179.0,600642,14:05
39,2018-08-06,5.12,5.11,5.13,5.1,3545.0,600642,14:10
40,2018-08-06,5.11,5.11,5.12,5.1,2142.0,600642,14:15
41,2018-08-06,5.11,5.12,5.12,5.1,1380.0,600642,14:20
42,2018-08-06,5.12,5.11,5.12,5.09,2721.0,600642,14:25
43,2018-08-06,5.11,5.09,5.11,5.09,1533.0,600642,14:30
44,2018-08-06,5.09,5.08,5.1,5.08,3405.0,600642,14:35
45,2018-08-06,5.08,5.11,5.11,5.08,5058.0,600642,14:40
46,2018-08-06,5.11,5.11,5.15,5.09,3124.0,600642,14:45
47,2018-08-06,5.11,5.11,5.14,5.1,1552.0,600642,14:50
48,2018-08-06,5.11,5.11,5.14,5.11,581.0,600642,14:55
49,2018-08-06,5.11,5.14,5.15,5.11,794.0,600642,15:00
50,2018-08-07,5.15,5.16,5.16,5.11,4363.0,600642,09:35
51,2018-08-07,5.16,5.15,5.16,5.14,1403.0,600642,09:40
52,2018-08-07,5.15,5.15,5.17,5.14,3391.0,600642,09:45
53,2018-08-07,5.15,5.14,5.16,5.14,2233.0,600642,09:50
54,2018-08-07,5.14,5.14,5.17,5.14,1191.0,600642,09:55
55,2018-08-07,5.14,5.14,5.15,5.14,606.0,600642,10:00
56,2018-08-07,5.14,5.14,5.16,5.14,957.0,600642,10:05
57,2018-08-07,5.14,5.12,5.15,5.12,1165.0,600642,10:10
58,2018-08-07,5.12,5.12,5.14,5.12,1100.0,600642,10:15
59,2018-08-07,5.13,5.13,5.13,5.12,932.0,600642,10:20
60,2018-08-07,5.13,5.11,5.14,5.11,1193.0,600642,10:25
61,2018-08-07,5.11,5.13,5.15,5.11,879.0,600642,10:30
62,2018-08-07,5.13,5.16,5.16,5.13,1002.0,600642,10:35
63,2018-08-07,5.16,5.16,5.16,5.14,1315.0,600642,10:40
64,2018-08-07,5.16,5.15,5.17,5.15,1679.0,600642,10:45
65,2018-08-07,5.15,5.17,5.18,5.15,1361.0,600642,10:50
66,2018-08-07,5.17,5.17,5.2,5.17,2226.0,600642,10:55
67,2018-08-07,5.19,5.18,5.19,5.17,816.0,600642,11:00
68,2018-08-07,5.18,5.18,5.19,5.17,976.0,600642,11:05
